iso3,country_name,year,gdp_usd,gdp_per_capita_usd
CHE,Switzerland,1999,297873643323.126,41695.6912912021
CHE,Switzerland,2000,279216033870.204,38865.021939688
CHE,Switzerland,2001,286582672434.226,39638.7911061864
CHE,Switzerland,2002,309301422430.386,42458.7384679187
CHE,Switzerland,2003,362075086507.76,49335.7456291067
CHE,Switzerland,2004,403912891033.374,54659.4571488233
CHE,Switzerland,2005,418284865884.998,56242.8933645639
CHE,Switzerland,2006,441634672196.523,59011.0324592016
CHE,Switzerland,2007,490740715594.802,64989.1553256031
CHE,Switzerland,2008,567267767519.158,74175.1927898555
CHE,Switzerland,2009,554212916092.271,71568.3123885672
CHE,Switzerland,2010,598851028906.58,76531.3729407691
CHE,Switzerland,2011,715888126682.396,90476.7589651577
CHE,Switzerland,2012,686420221557.99,85836.2076767359
CHE,Switzerland,2013,706234937370.968,87304.3305813557
CHE,Switzerland,2014,726537808338.0,88724.9909402638
CHE,Switzerland,2015,694118186379.628,83806.4476003837
CHE,Switzerland,2016,687895460902.713,82153.0745447889
CHE,Switzerland,2017,695200833086.499,82254.3769269767
CHE,Switzerland,2018,725568717468.001,85217.3691512274
CHE,Switzerland,2019,721369112726.724,84121.9310304414
CHE,Switzerland,2020,741999406005.627,85897.7843338323
CHE,Switzerland,2021,815309330986.719,93664.7736696111
CHE,Switzerland,2022,828508926958.393,94394.5106803525
CHE,Switzerland,2023,894424821645.205,100623.549627296
CHE,Switzerland,2024,936564198048.516,103998.186685604
CHL,Chile,1992,46538895685.8088,3351.84108855522
CHL,Chile,1993,49934943320.8828,3540.91377313015
CHL,Chile,1994,57438273591.0521,4012.10159912285
CHL,Chile,1995,73820425701.6603,5081.4682771561
CHL,Chile,1996,78584098983.6374,5333.50438729711
CHL,Chile,1997,85741415285.165,5741.95842989596
CHL,Chile,1998,81990010704.0602,5419.82417297191
CHL,Chile,1999,75578685735.5219,4933.55581516755
CHL,Chile,2000,78339750721.364,5052.99245766325
CHL,Chile,2001,71574739561.4329,4563.5952986689
CHL,Chile,2002,70264045939.2773,4430.84741157984
CHL,Chile,2003,76492579644.0605,4773.40177520754
CHL,Chile,2004,99075985773.6682,6120.59152055344
CHL,Chile,2005,122294145163.192,7480.32330998636
CHL,Chile,2006,153843518170.864,9318.65655296121
CHL,Chile,2007,172491076033.863,10346.4138184533
CHL,Chile,2008,179894594475.405,10683.2188772511
CHL,Chile,2009,171777900623.892,10098.8017167286
CHL,Chile,2010,217051209238.534,12632.8704724192
CHL,Chile,2011,251382573893.87,14487.3927832032
CHL,Chile,2012,267024782486.855,15241.9069981119
CHL,Chile,2013,277395018842.417,15683.5486369155
CHL,Chile,2014,259560978224.359,14529.6767206336
CHL,Chile,2015,242450355830.884,13433.9202987032
CHL,Chile,2016,249344863928.438,13649.8520452803
CHL,Chile,2017,276154259981.097,14879.9086227187
CHL,Chile,2018,295857562991.709,15659.4808675628
CHL,Chile,2019,278285058719.466,14495.716721687
CHL,Chile,2020,254042159309.311,13114.815470545
CHL,Chile,2021,315325547162.072,16206.8325493421
CHL,Chile,2022,301226575540.242,15405.6165774073
CHL,Chile,2023,335518054097.637,17067.0364799154
CHL,Chile,2024,330267137371.592,16709.8893972307
CHN,China,1992,428502354788.069,367.822651903542
CHN,China,1993,446557291212.148,378.939353053314
CHN,China,1994,566929539493.172,475.677874448369
CHN,China,1995,738190896227.55,612.680277898627
CHN,China,1996,868523936530.083,713.337387811657
CHN,China,1997,967753570434.667,786.743548510999
CHN,China,1998,1037134141760.35,835.095348597432
CHN,China,1999,1103843203575.64,881.146614068925
CHN,China,2000,1223754919971.05,969.199513696287
CHN,China,2001,1355036590251.52,1065.40597574519
CHN,China,2002,1489821682050.54,1163.55957673426
CHN,China,2003,1683903309843.85,1306.97245408557
CHN,China,2004,1984196551300.44,1530.92726215723
CHN,China,2005,2317551298052.05,1777.64496828464
CHN,China,2006,2791498472804.33,2129.25696999613
CHN,China,2007,3604055822571.63,2734.72709877693
CHN,China,2008,4667346414521.95,3523.44302065213
CHN,China,2009,5189577094997.58,3898.24459158811
CHN,China,2010,6192564874453.29,4629.24551710077
CHN,China,2011,7671757207851.29,5703.76027973346
CHN,China,2012,8673664713189.24,6405.0574241349
CHN,China,2013,9743124247267.24,7147.03518622344
CHN,China,2014,10674533168257.4,7781.06597484974
CHN,China,2015,11280814787468.9,8175.33285077393
CHN,China,2016,11456024084962.0,8254.86859320357
CHN,China,2017,12537559062282.9,8979.67652709856
CHN,China,2018,14147765772963.8,10085.6638148819
CHN,China,2019,14560167101283.4,10342.9009524335
CHN,China,2020,14996414166715.1,10627.4637989619
CHN,China,2021,18201698719564.0,12887.4357242941
CHN,China,2022,18316765021690.2,12970.6056414327
CHN,China,2023,18270356654533.2,12951.1782397043
CHN,China,2024,18743803170827.2,13303.1481543868
CMR,Cameroon,1992,12071775335.0433,1005.44897647465
CMR,Cameroon,1993,16181814712.5295,1309.93629975506
CMR,Cameroon,1994,8902446252.18372,700.70950185009
CMR,Cameroon,1995,10864772470.9043,832.006674487689
CMR,Cameroon,1996,11093538846.4483,826.965322327363
CMR,Cameroon,1997,10789458432.6416,783.251601945462
CMR,Cameroon,1998,11298144990.4104,798.745621406677
CMR,Cameroon,1999,11565826464.8921,796.262649784591
CMR,Cameroon,2000,10566579294.9831,708.565731625965
CMR,Cameroon,2001,10953485349.1135,715.470296470585
CMR,Cameroon,2002,12417251350.4882,789.623811072554
CMR,Cameroon,2003,15970315034.9903,988.241276791846
CMR,Cameroon,2004,18826214135.6419,1133.39326749673
CMR,Cameroon,2005,19509852206.9341,1142.62466252106
CMR,Cameroon,2006,20910512974.933,1191.45458990968
CMR,Cameroon,2007,23928250433.0378,1325.67248215933
CMR,Cameroon,2008,27715142032.913,1492.14269801453
CMR,Cameroon,2009,27932970317.129,1461.38999232337
CMR,Cameroon,2010,27507501821.0296,1398.58702025047
CMR,Cameroon,2011,30630910495.217,1513.96056994878
CMR,Cameroon,2012,30155062329.2821,1449.09874362279
CMR,Cameroon,2013,33728621180.3231,1575.92882118897
CMR,Cameroon,2014,36386544706.0806,1649.4433905949
CMR,Cameroon,2015,32210233020.4569,1415.00009710569
CMR,Cameroon,2016,33814337044.3765,1441.7201725688
CMR,Cameroon,2017,36098547033.1655,1496.08951771242
CMR,Cameroon,2018,39955552189.795,1610.69641591017
CMR,Cameroon,2019,39667757527.6578,1555.22660476477
CMR,Cameroon,2020,40773241177.0505,1555.60370660749
CMR,Cameroon,2021,45011937346.8384,1672.32657340872
CMR,Cameroon,2022,44347206072.5513,1604.87726954895
CMR,Cameroon,2023,48814501547.4313,1720.47510154506
CMR,Cameroon,2024,53296694320.2057,1830.00833684727
COL,Colombia,1992,58418985443.3172,1730.39091795329
COL,Colombia,1993,66446804802.5747,1929.26721811738
COL,Colombia,1994,81703500846.0364,2325.91872973374
COL,Colombia,1995,92507279383.0387,2583.66576349858
COL,Colombia,1996,97160109277.8087,2664.64056059983
COL,Colombia,1997,106659508271.255,2873.2814350993
COL,Colombia,1998,98443739941.1664,2604.87166959518
COL,Colombia,1999,86186158684.7685,2241.22911801216
COL,Colombia,2000,99875074951.0278,2555.00751039968
COL,Colombia,2001,98200641203.3892,2472.99084035833
COL,Colombia,2002,97945812802.8882,2428.92969771584
COL,Colombia,2003,94644969157.0987,2311.94218760291
COL,Colombia,2004,117092416666.245,2818.57195413044
COL,Colombia,2005,145600529605.803,3456.06610874512
COL,Colombia,2006,161792958904.864,3789.85361217027
COL,Colombia,2007,206229540926.312,4769.926147194
COL,Colombia,2008,242504150472.931,5541.83629665898
COL,Colombia,2009,232468663109.595,5250.97292433518
COL,Colombia,2010,286498534094.963,6398.2958447102
COL,Colombia,2011,334966134804.887,7400.9940695669
COL,Colombia,2012,370691143018.039,8108.59838244229
COL,Colombia,2013,382093697077.685,8279.10255642981
COL,Colombia,2014,381240864422.407,8187.20824890084
COL,Colombia,2015,293492370193.166,6248.51490534512
COL,Colombia,2016,282720100286.228,5959.84250367574
COL,Colombia,2017,311866875156.879,6479.53231292429
COL,Colombia,2018,334198218098.276,6816.96818309544
COL,Colombia,2019,323031701192.84,6472.54544924705
COL,Colombia,2020,270348342541.465,5339.68711357943
COL,Colombia,2021,318524633225.395,6222.62164397614
COL,Colombia,2022,345632492851.448,6680.44506854481
COL,Colombia,2023,366291836137.916,7000.83660501046
COL,Colombia,2024,418818154879.271,7919.20886825345
CRI,Costa Rica,1992,8579754757.93237,2612.38756453737
CRI,Costa Rica,1993,9564815975.14743,2840.38706479397
CRI,Costa Rica,1994,10489903725.0032,3039.56328550633
CRI,Costa Rica,1995,11578594259.8675,3275.25256447416
CRI,Costa Rica,1996,11678424507.2457,3226.96395598625
CRI,Costa Rica,1997,12614602382.2012,3407.776128985
CRI,Costa Rica,1998,13684255946.5765,3617.45756666726
CRI,Costa Rica,1999,14254866284.6542,3690.96154778297
CRI,Costa Rica,2000,15013629661.8969,3812.75388284924
CRI,Costa Rica,2001,15976174336.9721,3985.12984506207
CRI,Costa Rica,2002,16578820687.2881,4067.71851429092
CRI,Costa Rica,2003,17271760506.9483,4173.14856415514
CRI,Costa Rica,2004,18610594846.2083,4431.0117207843
CRI,Costa Rica,2005,20040642476.9817,4703.00721784778
CRI,Costa Rica,2006,22715540324.3032,5256.59640859159
CRI,Costa Rica,2007,26884700709.3146,6137.71199925542
CRI,Costa Rica,2008,30801745700.4514,6937.24261596055
CRI,Costa Rica,2009,30745714312.6417,6832.69829924138
CRI,Costa Rica,2010,37658616951.8038,8265.78820275582
CRI,Costa Rica,2011,42762613698.9636,9276.39107511347
CRI,Costa Rica,2012,47231655431.7355,10126.9991024177
CRI,Costa Rica,2013,50949668841.6696,10803.2401962173
CRI,Costa Rica,2014,52016408854.2658,10911.497878334
CRI,Costa Rica,2015,56441920820.5194,11714.7105980732
CRI,Costa Rica,2016,58847019609.6549,12091.0301606154
CRI,Costa Rica,2017,60516044656.5206,12317.0902771304
CRI,Costa Rica,2018,62420164991.5374,12590.2493781614
CRI,Costa Rica,2019,64417670521.3545,12884.6859951989
CRI,Costa Rica,2020,62395610760.0492,12394.0493969492
CRI,Costa Rica,2021,64960725734.1965,12838.1185358931
CRI,Costa Rica,2022,69243626028.5936,13625.9008491328
CRI,Costa Rica,2023,86497941439.0174,16942.0268119375
CRI,Costa Rica,2024,95350423176.5962,18587.1532203482
CYP,Cyprus,1992,6912150456.32334,11310.072265625
CYP,Cyprus,1993,6590291048.29211,10526.1416015625
CYP,Cyprus,1994,7425703928.57143,11617.6923828125
CYP,Cyprus,1995,9933137128.07244,15261.4169921875
CYP,Cyprus,1996,10011914680.0502,15139.220703125
CYP,Cyprus,1997,9547816419.61231,14234.2412109375
CYP,Cyprus,1998,10248618778.2805,15092.828125
CYP,Cyprus,1999,10497907227.616,15287.91796875
CYP,Cyprus,2000,9985847313.85485,14388.3525390625
CYP,Cyprus,2001,10397898907.1038,14821.44921875
CYP,Cyprus,2002,11420228846.1538,16093.2158203125
CYP,Cyprus,2003,14547329558.3239,20252.24609375
CYP,Cyprus,2004,17320551250.0,23792.619140625
CYP,Cyprus,2005,18433412510.8817,24959.26171875
CYP,Cyprus,2006,20072754986.8272,26729.28125
CYP,Cyprus,2007,23968727073.6381,31244.87890625
CYP,Cyprus,2008,27844646257.507,35397.296875
CYP,Cyprus,2009,26048179949.1741,32236.44921875
CYP,Cyprus,2010,25799940077.6075,31105.02734375
CYP,Cyprus,2011,27641549301.6561,32485.798828125
CYP,Cyprus,2012,25047436974.6819,28991.935546875
CYP,Cyprus,2013,23959712860.8331,27764.73046875
CYP,Cyprus,2014,23225918259.9824,26993.103515625
CYP,Cyprus,2015,19909278416.8575,23088.44140625
CYP,Cyprus,2016,21046462280.5979,24280.056640625
CYP,Cyprus,2017,22946570628.7576,26247.44921875
CYP,Cyprus,2018,25754001367.5448,29120.375
CYP,Cyprus,2019,26196667099.5303,29227.173828125
CYP,Cyprus,2020,25555093854.2968,28130.341796875
CYP,Cyprus,2021,30372642502.4897,32937.83984375
CYP,Cyprus,2022,31218038929.0919,33231.04296875
CYP,Cyprus,2023,35075423857.0996,36623.69140625
CYP,Cyprus,2024,37634533331.8902,38674.29296875
CZE,Czechia,1992,35051065440.3962,3396.70972430469
CZE,Czechia,1993,41155654032.1751,3984.1463439879
CZE,Czechia,1994,48188478339.4129,4663.28665345469
CZE,Czechia,1995,60572381311.2283,5865.29460556726
CZE,Czechia,1996,67804105329.8557,6573.19643136362
CZE,Czechia,1997,62539765163.1302,6069.38762357837
CZE,Czechia,1998,67187217327.7326,6526.59635780951
CZE,Czechia,1999,65586562604.8621,6377.6211077224
CZE,Czechia,2000,62175642238.0847,6062.92152842793
CZE,Czechia,2001,68135304463.9641,6669.07494847497
CZE,Czechia,2002,82607869609.574,8101.26018588111
CZE,Czechia,2003,100435924704.881,9852.45677945801
CZE,Czechia,2004,120147899983.657,11782.5546676117
CZE,Czechia,2005,137264185596.1,13442.4916284309
CZE,Czechia,2006,156236258386.589,15259.0788162004
CZE,Czechia,2007,190040702286.917,18452.6532812196
CZE,Czechia,2008,236506264753.95,22774.7045076205
CZE,Czechia,2009,206971882704.716,19817.4215836554
CZE,Czechia,2010,211168667286.27,20160.4355077059
CZE,Czechia,2011,231429378717.312,22049.1080788682
CZE,Czechia,2012,210363223087.728,20014.0354015165
CZE,Czechia,2013,213024360541.119,20260.4954999375
CZE,Czechia,2014,210911285077.683,20038.4163180257
CZE,Czechia,2015,189107698561.919,17931.5987670768
CZE,Czechia,2016,198160659303.939,18753.9686718096
CZE,Czechia,2017,221563575696.217,20913.197632212
CZE,Czechia,2018,251992360762.236,23705.9329811299
CZE,Czechia,2019,256794209028.77,24062.7190013343
CZE,Czechia,2020,251109660602.536,23472.8915454417
CZE,Czechia,2021,290972714482.313,27696.4619527544
CZE,Czechia,2022,301831228325.556,28282.2236715857
CZE,Czechia,2023,345059295659.911,31761.5944102491
CZE,Czechia,2024,347034062928.479,31823.3078290564
DEU,Germany,1992,2141377582968.07,26559.8543879632
DEU,Germany,1993,2078954217437.6,25616.6508772405
DEU,Germany,1994,2215282632276.73,27201.9593555204
DEU,Germany,1995,2593053091306.13,31747.2449398447
DEU,Germany,1996,2506576553158.31,30599.7891048363
DEU,Germany,1997,2218790886532.82,27046.9565464237
DEU,Germany,1998,2247760364565.97,27395.9440608051
DEU,Germany,1999,2213873468586.88,26965.4922773722
DEU,Germany,2000,1966980701145.1,23925.8559901991
DEU,Germany,2001,1966381496641.73,23878.3641471651
DEU,Germany,2002,2102350798305.89,25486.5942008748
DEU,Germany,2003,2534715518349.01,30711.1022511331
DEU,Germany,2004,2852317768061.78,34566.7359143735
DEU,Germany,2005,2893393187361.87,35084.4363546269
DEU,Germany,2006,3046308753670.58,36980.3349948954
DEU,Germany,2007,3484056680854.91,42350.9217211489
DEU,Germany,2008,3808197720125.0,46379.1647953479
DEU,Germany,2009,3478545516683.59,42471.8868625226
DEU,Germany,2010,3467093769666.67,42396.9665976293
DEU,Germany,2011,3823575803793.78,47630.9761883572
DEU,Germany,2012,3596483233406.25,44718.0159214069
DEU,Germany,2013,3807023797050.99,47206.8353514242
DEU,Germany,2014,3964870735760.77,48959.5991203133
DEU,Germany,2015,3425099578746.09,41929.7549110722
DEU,Germany,2016,3536787895179.0,42948.9381932694
DEU,Germany,2017,3765351626105.89,45553.9341495339
DEU,Germany,2018,4055433215301.96,48916.1686612154
DEU,Germany,2019,3959894794039.21,47656.199739747
DEU,Germany,2020,3941398957073.94,47394.8734504469
DEU,Germany,2021,4355251953410.78,52349.2459994422
DEU,Germany,2022,4201021706478.62,50506.5179638543
DEU,Germany,2023,4562207532490.28,54776.7668235491
DEU,Germany,2024,4685592577804.69,56103.7323182554
DMA,Dominica,1992,234059259.259259,3376.26050139573
DMA,Dominica,1993,245525925.925926,3536.15609185727
DMA,Dominica,1994,264374074.074074,3805.20278759984
DMA,Dominica,1995,274522222.222222,3951.72267086358
DMA,Dominica,1996,292285185.185185,4210.99532034556
DMA,Dominica,1997,302988888.888889,4372.19712966838
DMA,Dominica,1998,322411111.111111,4664.24268142919
DMA,Dominica,1999,331759259.259259,4817.18105502046
DMA,Dominica,2000,333470370.37037,4867.39896323759
DMA,Dominica,2001,377462962.962963,5527.51527300496
DMA,Dominica,2002,375200000.0,5488.02784969357
DMA,Dominica,2003,373318518.518519,5447.44011496284
DMA,Dominica,2004,396711111.111111,5778.83306546506
DMA,Dominica,2005,391455555.555556,5695.22442394675
DMA,Dominica,2006,416674074.074074,6055.78109574854
DMA,Dominica,2007,444685185.185185,6459.03503689609
DMA,Dominica,2008,480003703.703704,6971.32633839289
DMA,Dominica,2009,515618518.518519,7487.49010395154
DMA,Dominica,2010,519859259.259259,7549.61964680375
DMA,Dominica,2011,532081481.481481,7705.40717248319
DMA,Dominica,2012,520355555.555556,7528.51001990155
DMA,Dominica,2013,545325925.925926,7822.21797211398
DMA,Dominica,2014,572255555.555555,8131.74876096735
DMA,Dominica,2015,583177777.777778,8282.59874702141
DMA,Dominica,2016,612711111.111111,8802.56172041363
DMA,Dominica,2017,563355555.555555,8224.64896571414
DMA,Dominica,2018,628244444.444444,9215.3085405645
DMA,Dominica,2019,644259259.259259,9491.14995962374
DMA,Dominica,2020,528944444.444444,7827.74842680426
DMA,Dominica,2021,562911111.111111,8376.40414141113
DMA,Dominica,2022,623062962.962963,9323.66089490562
DMA,Dominica,2023,659311111.111111,9912.96212766668
DMA,Dominica,2024,688881481.481481,10405.2787777582
DNK,Denmark,1992,152966494259.538,29579.4913648682
DNK,Denmark,1993,143111306004.102,27581.7241097459
DNK,Denmark,1994,156017919221.457,29967.8303903163
DNK,Denmark,1995,184848481008.139,35321.0980773087
DNK,Denmark,1996,187481157845.724,35621.9878051732
DNK,Denmark,1997,173241365735.483,32779.879045297
DNK,Denmark,1998,176877077513.133,33346.4884298957
DNK,Denmark,1999,177887720535.535,33426.2381077405
DNK,Denmark,2000,164043817223.59,30722.0251837567
DNK,Denmark,2001,164881594415.341,30768.4775471112
DNK,Denmark,2002,178788209558.311,33257.1622586509
DNK,Denmark,2003,218421193436.252,40519.0974905924
DNK,Denmark,2004,251986155630.852,46625.050098011
DNK,Denmark,2005,265150087711.985,48925.8076698784
DNK,Denmark,2006,283386151543.687,52119.1787984282
DNK,Denmark,2007,320213157595.018,58631.6566433635
DNK,Denmark,2008,354979471960.142,64616.6657583663
DNK,Denmark,2009,322619152194.594,58412.7472358513
DNK,Denmark,2010,322345594075.47,58104.5445594981
DNK,Denmark,2011,344315595263.175,61809.737898222
DNK,Denmark,2012,326792574244.963,58443.7747103968
DNK,Denmark,2013,344631016965.12,61377.5940590412
DNK,Denmark,2014,352832602064.452,62520.4509747011
DNK,Denmark,2015,301758922337.637,53094.0133607574
DNK,Denmark,2016,312181849372.233,54500.9260410217
DNK,Denmark,2017,331610593961.988,57521.5514992225
DNK,Denmark,2018,355293374912.393,61324.7665045565
DNK,Denmark,2019,345401473012.615,59404.2663247723
DNK,Denmark,2020,355631021931.621,60985.4885601514
DNK,Denmark,2021,406110162088.054,69340.7334922138
DNK,Denmark,2022,400114306337.077,67781.0940939514
DNK,Denmark,2023,404651706117.557,68043.5466971243
DNK,Denmark,2024,424524722037.047,71026.4832271897
DZA,Algeria,1992,48003133346.9957,1802.69300801289
DZA,Algeria,1993,49945584452.6506,1831.04800976449
DZA,Algeria,1994,42543176828.9237,1525.54061760288
DZA,Algeria,1995,41764291671.7711,1466.94806760415
DZA,Algeria,1996,46941554225.3581,1616.83198721285
DZA,Algeria,1997,48177612042.1507,1628.76100561506
DZA,Algeria,1998,48187781984.4881,1603.36623200836
DZA,Algeria,1999,48640671734.9711,1596.11822239025
DZA,Algeria,2000,54790398570.3282,1772.92869122761
DZA,Algeria,2001,59413400923.6364,1896.30020878013
DZA,Algeria,2002,61516103406.1688,1937.46411413019
DZA,Algeria,2003,73482264190.9245,2283.77299346126
DZA,Algeria,2004,91913680985.1708,2816.99384960555
DZA,Algeria,2005,107046618669.707,3233.13339634212
DZA,Algeria,2006,123084258693.01,3660.66104745322
DZA,Algeria,2007,142482739809.849,4167.45169937531
DZA,Algeria,2008,180383848331.135,5180.91881514686
DZA,Algeria,2009,150317292079.359,4235.42990456612
DZA,Algeria,2010,177785053939.531,4912.78585503672
DZA,Algeria,2011,218331946925.304,5916.31364364343
DZA,Algeria,2012,227143746075.934,6033.64884689543
DZA,Algeria,2013,229701430292.157,5979.60138960585
DZA,Algeria,2014,238942664192.59,6094.69392314956
DZA,Algeria,2015,187493855609.345,4685.05902729002
DZA,Algeria,2016,180763839522.151,4424.98529027556
DZA,Algeria,2017,189880896903.073,4554.66753957828
DZA,Algeria,2018,194554483655.528,4577.21029180491
DZA,Algeria,2019,193459662090.677,4468.45341883656
DZA,Algeria,2020,164873415325.201,3743.5419522929
DZA,Algeria,2021,186231205262.082,4160.55926736925
DZA,Algeria,2022,225581644702.568,4960.30334332888
DZA,Algeria,2023,247923887214.655,5370.477235078
DZA,Algeria,2024,269322281664.773,5752.99076651465
ECU,Ecuador,1992,18094238119.0595,1655.44613192632
ECU,Ecuador,1993,18938717358.6793,1697.88884141445
ECU,Ecuador,1994,22708673336.6683,1996.85894789444
ECU,Ecuador,1995,24432884442.2211,2108.00698245316
ECU,Ecuador,1996,25226393196.5983,2135.8479374308
ECU,Ecuador,1997,28162053026.5133,2340.76600026857
ECU,Ecuador,1998,27981896948.4742,2284.01572847769
ECU,Ecuador,1999,19645272636.3182,1575.30234730971
ECU,Ecuador,2000,17539454727.3637,1382.23421759909
ECU,Ecuador,2001,23127055000.0,1791.30359685037
ECU,Ecuador,2002,27054197000.0,2059.1585535974
ECU,Ecuador,2003,30965208000.0,2315.62215223014
ECU,Ecuador,2004,35194947000.0,2586.20914663347
ECU,Ecuador,2005,40278849000.0,2909.02606014388
ECU,Ecuador,2006,45690762000.0,3243.67010359339
ECU,Ecuador,2007,49848725000.0,3478.92488770671
ECU,Ecuador,2008,61139438000.0,4194.75750661981
ECU,Ecuador,2009,60094978000.0,4053.36331139298
ECU,Ecuador,2010,68151329000.0,4520.30959039763
ECU,Ecuador,2011,78986648000.0,5153.6916424375
ECU,Ecuador,2012,87735048000.0,5634.08393191094
ECU,Ecuador,2013,96570334000.0,6109.29031510341
ECU,Ecuador,2014,102717794000.0,6405.79979300441
ECU,Ecuador,2015,97209558000.0,5976.1596805651
ECU,Ecuador,2016,97671433000.0,5917.63771271481
ECU,Ecuador,2017,104467486000.0,6233.32244797718
ECU,Ecuador,2018,107478961000.0,6303.91886658338
ECU,Ecuador,2019,107595830000.0,6205.05765246766
ECU,Ecuador,2020,95865473000.0,5463.64515348598
ECU,Ecuador,2021,107179074000.0,6061.32350181711
ECU,Ecuador,2022,116133121000.0,6515.58528418336
ECU,Ecuador,2023,121147057000.0,6737.84748379638
ECU,Ecuador,2024,124676074700.0,6874.705739766
ERI,Eritrea,1992,477101651.648376,265.240962963337
ERI,Eritrea,1993,467872714.755603,252.085777069472
ERI,Eritrea,1994,531688311.688312,277.801423620334
ERI,Eritrea,1995,578015625.0,285.402184008331
ERI,Eritrea,1996,693535954.190067,325.838705371605
ERI,Eritrea,1997,686490090.140141,318.980960831984
ERI,Eritrea,1998,745523116.900052,341.91736400208
ERI,Eritrea,1999,688918537.115555,311.336209255125
ERI,Eritrea,2000,706370815.584416,314.357396753501
ERI,Eritrea,2001,752371688.743186,325.409161513593
ERI,Eritrea,2002,729321680.154324,304.775756465092
ERI,Eritrea,2003,870248267.550163,348.950327077742
ERI,Eritrea,2004,1109054005.43971,426.840947887032
ERI,Eritrea,2005,1098424685.66169,412.753079199423
ERI,Eritrea,2006,1211161879.6748,447.997404727201
ERI,Eritrea,2007,1317974491.05691,480.44762365456
ERI,Eritrea,2008,1380188800.0,490.066956003333
ERI,Eritrea,2009,1856695551.21951,642.92572288007
ERI,Eritrea,2010,1589515447.15447,539.699512069686
ERI,Eritrea,2011,2065001626.01626,688.68165957684
ERI,Eritrea,2012,,
ERI,Eritrea,2013,,
ERI,Eritrea,2014,,
ERI,Eritrea,2015,,
ERI,Eritrea,2016,,
ERI,Eritrea,2017,,
ERI,Eritrea,2018,,
ERI,Eritrea,2019,,
ERI,Eritrea,2020,,
ERI,Eritrea,2021,,
ERI,Eritrea,2022,,
ERI,Eritrea,2023,,
ERI,Eritrea,2024,,
ESP,Spain,1992,630465353486.104,16100.6799428032
ESP,Spain,1993,524700572623.872,13330.3798192211
ESP,Spain,1994,530183651720.283,13405.704414883
ESP,Spain,1995,614170002668.802,15460.9110266653
ESP,Spain,1996,642251412058.321,16100.6215831114
ESP,Spain,1997,589739772727.273,14722.3717633536
ESP,Spain,1998,618731484575.12,15382.3348573373
ESP,Spain,1999,634394904386.874,15707.9473068138
ESP,Spain,2000,598102854756.08,14743.2671031455
ESP,Spain,2001,627798682378.741,15368.2337984435
ESP,Spain,2002,708938227243.923,17111.0685058941
ESP,Spain,2003,907963217057.645,21522.0170990262
ESP,Spain,2004,1069829382514.67,24925.0267844576
ESP,Spain,2005,1154667551775.88,26450.9530130382
ESP,Spain,2006,1261846683275.29,28421.686527407
ESP,Spain,2007,1476746276854.51,32652.015594702
ESP,Spain,2008,1636115447612.5,35603.248328071
ESP,Spain,2009,1496587590847.66,32279.8208476151
ESP,Spain,2010,1427989078916.67,30658.7422282912
ESP,Spain,2011,1487568659241.25,31824.6219134777
ESP,Spain,2012,1330994811670.31,28456.4438151477
ESP,Spain,2013,1362186923157.65,29228.846559842
ESP,Spain,2014,1380244561361.96,29707.765509467
ESP,Spain,2015,1206164777553.12,25982.4416197775
ESP,Spain,2016,1243015667917.12,26755.6061149398
ESP,Spain,2017,1321754088818.83,28381.3425596906
ESP,Spain,2018,1431642809327.06,30602.4212881113
ESP,Spain,2019,1403496387686.27,29786.5245689007
ESP,Spain,2020,1289783836971.21,27233.9426461608
ESP,Spain,2021,1461244901852.69,30799.4775937775
ESP,Spain,2022,1448850658406.62,30319.4987196616
ESP,Spain,2023,1619481980719.64,33493.2225409111
ESP,Spain,2024,1725671652742.19,35326.7683069278
EST,Estonia,1992,,
EST,Estonia,1993,4013091682.2914,2685.90889287357
EST,Estonia,1994,4123011419.74174,2819.12612100926
EST,Estonia,1995,4502970889.06373,3134.38975345407
EST,Estonia,1996,4786018988.16491,3380.92630243199
EST,Estonia,1997,5154420649.23354,3682.95230146695
EST,Estonia,1998,5674080542.88575,4093.39247738765
EST,Estonia,1999,5756912265.75809,4140.93660232167
EST,Estonia,2000,5686579747.53524,4070.60902410208
EST,Estonia,2001,6250218422.70164,4502.66614992392
EST,Estonia,2002,7370119619.4782,5343.18310760735
EST,Estonia,2003,9876595528.45528,7205.40703313243
EST,Estonia,2004,12148595031.0559,8916.0728274602
EST,Estonia,2005,14109491356.7964,10414.6381183565
EST,Estonia,2006,17025671810.3124,12641.4800976473
EST,Estonia,2007,22450264166.4385,16745.4308011148
EST,Estonia,2008,24342935403.5447,18205.9064113446
EST,Estonia,2009,19633984440.1223,14712.4494217916
EST,Estonia,2010,19524355419.038,14663.7041018705
EST,Estonia,2011,23303915794.7569,17555.5455239426
EST,Estonia,2012,23237406116.3988,17568.2137969714
EST,Estonia,2013,25451032780.7573,19310.3874900757
EST,Estonia,2014,27055689003.0038,20581.7898991695
EST,Estonia,2015,23311847750.9394,17722.1557669523
EST,Estonia,2016,24561027787.7896,18666.3736521706
EST,Estonia,2017,27469461919.1189,20851.5223496861
EST,Estonia,2018,31222632740.7247,23618.1361254581
EST,Estonia,2019,31873748770.0313,24021.2501413306
EST,Estonia,2020,31820771493.8974,23933.9939421065
EST,Estonia,2021,37201101170.5847,27951.1659277744
EST,Estonia,2022,38226641740.29,28340.3826549406
